Net,proc,Blue_Acts,Blue_Acts_Extended,Red_acts,Red_acts_Target,Red_Fsm,Green_Acts
0,0,AllowTrafficZone,AllowTrafficZone admin_network_subnet (10.0.52.0/24) <- public_access_zone_subnet (10.0.64.0/24),StealthServiceDiscovery,admin_network_subnet_server_host_2,None,"[{'act': '[GreenAccessService 10.0.52.253 49419]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.52.252 53932]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.60.250 57022]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Remove,Remove admin_network_subnet_user_host_6,Sleep,,"{'hosts': ['admin_network_subnet_server_host_2'], 'state': ['S']}","[{'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.9.253 56424]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.9.252 50675]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.64.162]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,DeployDecoy,DeployDecoy admin_network_subnet_user_host_4,Sleep,,None,"[{'act': '[GreenLocalWork 10.0.64.182]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.64.5]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.64.78]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
1,0,AllowTrafficZone,AllowTrafficZone admin_network_subnet (10.0.52.0/24) <- public_access_zone_subnet (10.0.64.0/24),StealthServiceDiscovery,admin_network_subnet_user_host_4,None,"[{'act': '[GreenLocalWork 10.0.64.182]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.64.78]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.230.254 52605]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.168.254 53660]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Analyse,Analyse admin_network_subnet_user_host_4,DiscoverRemoteSystems,,"{'hosts': ['admin_network_subnet_user_host_4'], 'state': ['S']}","[{'act': '[GreenAccessService 10.0.52.252 49713]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.60.250 50472]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.23.253 59030]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.64.140]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.60.252 58305]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Restore,Restore admin_network_subnet_user_host_8,Sleep,,"{'hosts': ['office_network_subnet_user_host_0'], 'state': ['RD']}","[{'act': '[GreenLocalWork 10.0.64.182]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.60.253 56000]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.64.78]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.64.140]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,DeployDecoy,DeployDecoy admin_network_subnet_server_host_1,Sleep,,None,"[{'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.60.254 52794]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.9.254 49759]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Restore,Restore admin_network_subnet_server_host_2,StealthServiceDiscovery,admin_network_subnet_user_host_6,None,"[{'act': '[GreenLocalWork 10.0.64.182]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.99.254 55458]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.64.162]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.99.254 52324]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Analyse,Analyse admin_network_subnet_user_host_7,Sleep,,"{'hosts': ['admin_network_subnet_user_host_6'], 'state': ['S']}","[{'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.52.253 59926]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.64.140]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.64.162]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,DeployDecoy,DeployDecoy admin_network_subnet_server_host_1,Sleep,,None,"[{'act': '[GreenLocalWork 10.0.64.182]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.64.5]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.64.78]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.60.249 51078]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.60.252 52815]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.60.254 54927]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,DeployDecoy,DeployDecoy admin_network_subnet_server_host_1,StealthServiceDiscovery,office_network_subnet_user_host_6,None,"[{'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.64.5]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.52.248 57468]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.23.254 53624]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.64.162]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.52.248 58160]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
1,0,Remove,Remove admin_network_subnet_server_host_2,Sleep,,"{'hosts': ['office_network_subnet_user_host_6'], 'state': ['S']}","[{'act': '[GreenLocalWork 10.0.64.182]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.64.5]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,DeployDecoy,DeployDecoy admin_network_subnet_server_host_1,Sleep,,None,"[{'act': '[GreenAccessService 10.0.9.252 54784]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.52.248 56907]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.52.247 51593]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.60.254 59839]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.64.162]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,DeployDecoy,DeployDecoy admin_network_subnet_server_host_1,StealthServiceDiscovery,admin_network_subnet_user_host_7,None,"[{'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.64.5]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.64.162]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Remove,Remove admin_network_subnet_user_host_6,DiscoverRemoteSystems,,"{'hosts': ['admin_network_subnet_user_host_7'], 'state': ['S']}","[{'act': '[GreenAccessService 10.0.23.253 51903]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.9.252 55667]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.230.253 54491]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
1,0,DeployDecoy,DeployDecoy admin_network_subnet_user_host_0,Sleep,,"{'hosts': ['admin_network_subnet_user_host_0', 'admin_network_subnet_user_host_1', 'admin_network_subnet_user_host_2', 'admin_network_subnet_user_host_3', 'admin_network_subnet_user_host_4', 'admin_network_subnet_user_host_5', 'admin_network_subnet_user_host_6', 'admin_network_subnet_user_host_7', 'admin_network_subnet_user_host_8', 'admin_network_subnet_server_host_0', 'admin_network_subnet_server_host_1', 'admin_network_subnet_server_host_2', 'admin_network_subnet_server_host_3', 'admin_network_subnet_server_host_4', 'admin_network_subnet_server_host_5'], 'state': ['KD', 'KD', 'KD', 'KD', 'SD', 'KD', 'SD', 'SD', 'KD', 'KD', 'SD', 'SD', 'KD', 'KD', 'KD']}","[{'act': '[GreenAccessService 10.0.60.249 56703]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.52.247 50540]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,AllowTrafficZone,AllowTrafficZone admin_network_subnet (10.0.52.0/24) <- restricted_zone_a_subnet (10.0.230.0/24),Sleep,,None,"[{'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.99.254 51380]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.23.253 55894]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.60.252 50937]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.230.253 54347]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Restore,Restore admin_network_subnet_user_host_1,StealthServiceDiscovery,admin_network_subnet_server_host_4,None,"[{'act': '[GreenAccessService 10.0.230.254 51518]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.64.140]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.64.162]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Remove,Remove admin_network_subnet_server_host_2,Sleep,,"{'hosts': ['admin_network_subnet_server_host_4'], 'state': ['SD']}","[{'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.64.5]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.64.254 49981]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.64.140]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.168.254 49153]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Remove,Remove admin_network_subnet_server_host_3,DiscoverDeception,,None,"[{'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.64.254 51771]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.52.253 54946]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.52.252 58149]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.9.253 55204]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,DeployDecoy,DeployDecoy admin_network_subnet_server_host_5,DiscoverRemoteSystems,,"{'hosts': ['admin_network_subnet_user_host_6'], 'state': ['SD']}","[{'act': '[GreenAccessService 10.0.230.254 57902]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.64.5]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
1,0,DeployDecoy,DeployDecoy admin_network_subnet_server_host_2,Sleep,,"{'hosts': ['public_access_zone_subnet_user_host_2', 'public_access_zone_subnet_user_host_1'], 'state': ['KD', 'KD']}","[{'act': '[GreenLocalWork 10.0.64.182]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.64.5]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.52.251 55092]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.52.247 51464]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.64.140]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Remove,Remove admin_network_subnet_server_host_2,Sleep,,None,"[{'act': '[GreenAccessService 10.0.52.252 58886]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.64.5]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.60.252 54988]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.64.140]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.64.162]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,AllowTrafficZone,AllowTrafficZone admin_network_subnet (10.0.52.0/24) <- office_network_subnet (10.0.168.0/24),Sleep,,None,"[{'act': '[GreenLocalWork 10.0.64.182]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.52.253 52501]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.64.140]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.64.162]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
