Net,proc,Blue_Acts,Blue_Acts_Extended,Red_acts,Red_acts_Target,Red_Fsm,Green_Acts
1,0,Analyse,Analyse office_network_subnet_user_host_3,Sleep,,None,"[{'act': '[GreenAccessService 10.0.168.254 57448]', 'hostname': 'admin_network_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.52.136]', 'hostname': 'admin_network_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.52.253 59512]', 'hostname': 'admin_network_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.23.254 54158]', 'hostname': 'admin_network_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_6'}, {'act': '[GreenLocalWork 10.0.52.46]', 'hostname': 'admin_network_subnet_user_host_7'}, {'act': '[GreenLocalWork 10.0.52.254]', 'hostname': 'admin_network_subnet_user_host_8'}, {'act': '[GreenLocalWork 10.0.168.44]', 'hostname': 'office_network_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.168.254 55960]', 'hostname': 'office_network_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.52.248 52603]', 'hostname': 'office_network_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.168.145]', 'hostname': 'office_network_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.168.168]', 'hostname': 'office_network_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.168.240]', 'hostname': 'office_network_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.64.254 58295]', 'hostname': 'office_network_subnet_user_host_6'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_7'}, {'act': '[GreenAccessService 10.0.9.253 58308]', 'hostname': 'office_network_subnet_user_host_8'}, {'act': '[GreenLocalWork 10.0.168.118]', 'hostname': 'office_network_subnet_user_host_9'}]"
1,0,Restore,Restore office_network_subnet_user_host_6,ExploitRemoteService,public_access_zone_subnet_server_host_0,None,"[{'act': '[GreenAccessService 10.0.52.252 53080]', 'hostname': 'admin_network_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.9.253 53349]', 'hostname': 'admin_network_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.64.254 53066]', 'hostname': 'admin_network_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.52.165]', 'hostname': 'admin_network_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.52.239]', 'hostname': 'admin_network_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.52.171]', 'hostname': 'admin_network_subnet_user_host_6'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_7'}, {'act': '[GreenAccessService 10.0.52.251 55792]', 'hostname': 'admin_network_subnet_user_host_8'}, {'act': '[GreenAccessService 10.0.64.254 57292]', 'hostname': 'office_network_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.168.62]', 'hostname': 'office_network_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.52.252 57005]', 'hostname': 'office_network_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.168.240]', 'hostname': 'office_network_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.52.252 49503]', 'hostname': 'office_network_subnet_user_host_6'}, {'act': '[GreenAccessService 10.0.99.254 53778]', 'hostname': 'office_network_subnet_user_host_7'}, {'act': '[GreenAccessService 10.0.230.253 59964]', 'hostname': 'office_network_subnet_user_host_8'}, {'act': '[GreenLocalWork 10.0.168.118]', 'hostname': 'office_network_subnet_user_host_9'}]"
1,0,AllowTrafficZone,AllowTrafficZone office_network_subnet (10.0.168.0/24) <- restricted_zone_a_subnet (10.0.230.0/24),Sleep,,"{'hosts': ['public_access_zone_subnet_server_host_0'], 'state': ['SD']}","[{'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.52.249]', 'hostname': 'admin_network_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.64.254 52275]', 'hostname': 'admin_network_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.230.253 52275]', 'hostname': 'admin_network_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_6'}, {'act': '[GreenAccessService 10.0.9.254 58471]', 'hostname': 'admin_network_subnet_user_host_7'}, {'act': '[GreenLocalWork 10.0.52.254]', 'hostname': 'admin_network_subnet_user_host_8'}, {'act': '[GreenAccessService 10.0.99.254 54197]', 'hostname': 'office_network_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.99.254 57805]', 'hostname': 'office_network_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.168.62]', 'hostname': 'office_network_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.168.145]', 'hostname': 'office_network_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.52.250 50540]', 'hostname': 'office_network_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_6'}, {'act': '[GreenAccessService 10.0.52.248 58324]', 'hostname': 'office_network_subnet_user_host_7'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_8'}, {'act': '[GreenAccessService 10.0.64.254 56106]', 'hostname': 'office_network_subnet_user_host_9'}]"
1,0,Restore,Restore office_network_subnet_user_host_9,Sleep,,None,"[{'act': '[GreenAccessService 10.0.9.253 56453]', 'hostname': 'admin_network_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.52.248 54078]', 'hostname': 'admin_network_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.52.125]', 'hostname': 'admin_network_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.52.239]', 'hostname': 'admin_network_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.52.171]', 'hostname': 'admin_network_subnet_user_host_6'}, {'act': '[GreenLocalWork 10.0.52.46]', 'hostname': 'admin_network_subnet_user_host_7'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_8'}, {'act': '[GreenLocalWork 10.0.168.44]', 'hostname': 'office_network_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.168.95]', 'hostname': 'office_network_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.52.248 59445]', 'hostname': 'office_network_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.168.145]', 'hostname': 'office_network_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.230.253 53234]', 'hostname': 'office_network_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_6'}, {'act': '[GreenAccessService 10.0.9.254 55331]', 'hostname': 'office_network_subnet_user_host_7'}, {'act': '[GreenLocalWork 10.0.168.151]', 'hostname': 'office_network_subnet_user_host_8'}, {'act': '[GreenAccessService 10.0.9.254 54156]', 'hostname': 'office_network_subnet_user_host_9'}]"
1,0,Restore,Restore office_network_subnet_user_host_8,StealthServiceDiscovery,admin_network_subnet_server_host_2,None,"[{'act': '[GreenAccessService 10.0.99.254 54678]', 'hostname': 'admin_network_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.52.136]', 'hostname': 'admin_network_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.52.249]', 'hostname': 'admin_network_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.52.253 53137]', 'hostname': 'admin_network_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.52.165]', 'hostname': 'admin_network_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.64.254 56231]', 'hostname': 'admin_network_subnet_user_host_6'}, {'act': '[GreenLocalWork 10.0.52.46]', 'hostname': 'admin_network_subnet_user_host_7'}, {'act': '[GreenLocalWork 10.0.52.254]', 'hostname': 'admin_network_subnet_user_host_8'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.168.62]', 'hostname': 'office_network_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.52.250 49814]', 'hostname': 'office_network_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.168.168]', 'hostname': 'office_network_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.168.240]', 'hostname': 'office_network_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_6'}, {'act': '[GreenAccessService 10.0.52.251 52975]', 'hostname': 'office_network_subnet_user_host_7'}, {'act': '[GreenLocalWork 10.0.168.151]', 'hostname': 'office_network_subnet_user_host_8'}, {'act': '[GreenLocalWork 10.0.168.118]', 'hostname': 'office_network_subnet_user_host_9'}]"
1,0,Restore,Restore office_network_subnet_user_host_1,Sleep,,None,"[{'act': '[GreenAccessService 10.0.9.253 50885]', 'hostname': 'admin_network_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.52.249]', 'hostname': 'admin_network_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.52.250 55333]', 'hostname': 'admin_network_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.52.165]', 'hostname': 'admin_network_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.64.254 53889]', 'hostname': 'admin_network_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_6'}, {'act': '[GreenLocalWork 10.0.52.46]', 'hostname': 'admin_network_subnet_user_host_7'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_8'}, {'act': '[GreenLocalWork 10.0.168.44]', 'hostname': 'office_network_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.168.62]', 'hostname': 'office_network_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.230.253 54025]', 'hostname': 'office_network_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.64.254 51464]', 'hostname': 'office_network_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_6'}, {'act': '[GreenAccessService 10.0.52.251 57454]', 'hostname': 'office_network_subnet_user_host_7'}, {'act': '[GreenAccessService 10.0.52.252 51702]', 'hostname': 'office_network_subnet_user_host_8'}, {'act': '[GreenAccessService 10.0.52.251 55963]', 'hostname': 'office_network_subnet_user_host_9'}]"
1,0,AllowTrafficZone,AllowTrafficZone office_network_subnet (10.0.168.0/24) <- restricted_zone_a_subnet (10.0.230.0/24),Sleep,,None,"[{'act': '[GreenAccessService 10.0.168.254 50480]', 'hostname': 'admin_network_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.64.254 56962]', 'hostname': 'admin_network_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.52.253 58624]', 'hostname': 'admin_network_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.52.252 50616]', 'hostname': 'admin_network_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.52.165]', 'hostname': 'admin_network_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.9.253 59506]', 'hostname': 'admin_network_subnet_user_host_6'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_7'}, {'act': '[GreenLocalWork 10.0.52.254]', 'hostname': 'admin_network_subnet_user_host_8'}, {'act': '[GreenAccessService 10.0.52.250 49912]', 'hostname': 'office_network_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.52.247 49786]', 'hostname': 'office_network_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.52.250 58693]', 'hostname': 'office_network_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.52.250 52837]', 'hostname': 'office_network_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_6'}, {'act': '[GreenAccessService 10.0.230.253 54015]', 'hostname': 'office_network_subnet_user_host_7'}, {'act': '[GreenLocalWork 10.0.168.151]', 'hostname': 'office_network_subnet_user_host_8'}, {'act': '[GreenAccessService 10.0.99.254 55620]', 'hostname': 'office_network_subnet_user_host_9'}]"
1,0,Sleep,Sleep,Sleep,,None,"[{'act': '[GreenAccessService 10.0.64.254 51997]', 'hostname': 'admin_network_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.52.249]', 'hostname': 'admin_network_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.52.125]', 'hostname': 'admin_network_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.52.165]', 'hostname': 'admin_network_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.52.239]', 'hostname': 'admin_network_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.52.171]', 'hostname': 'admin_network_subnet_user_host_6'}, {'act': '[GreenLocalWork 10.0.52.46]', 'hostname': 'admin_network_subnet_user_host_7'}, {'act': '[GreenLocalWork 10.0.52.254]', 'hostname': 'admin_network_subnet_user_host_8'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.168.95]', 'hostname': 'office_network_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.168.62]', 'hostname': 'office_network_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.168.145]', 'hostname': 'office_network_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.230.253 54409]', 'hostname': 'office_network_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.168.240]', 'hostname': 'office_network_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.52.248 55577]', 'hostname': 'office_network_subnet_user_host_6'}, {'act': '[GreenLocalWork 10.0.168.47]', 'hostname': 'office_network_subnet_user_host_7'}, {'act': '[GreenAccessService 10.0.52.250 54814]', 'hostname': 'office_network_subnet_user_host_8'}, {'act': '[GreenAccessService 10.0.23.253 59340]', 'hostname': 'office_network_subnet_user_host_9'}]"
1,0,AllowTrafficZone,AllowTrafficZone office_network_subnet (10.0.168.0/24) <- restricted_zone_b_subnet (10.0.23.0/24),ExploitRemoteService,admin_network_subnet_user_host_8,None,"[{'act': '[GreenAccessService 10.0.23.254 57100]', 'hostname': 'admin_network_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.52.136]', 'hostname': 'admin_network_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.52.252 58680]', 'hostname': 'admin_network_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.52.125]', 'hostname': 'admin_network_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.52.239]', 'hostname': 'admin_network_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.52.248 58465]', 'hostname': 'admin_network_subnet_user_host_6'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_7'}, {'act': '[GreenLocalWork 10.0.52.254]', 'hostname': 'admin_network_subnet_user_host_8'}, {'act': '[GreenAccessService 10.0.9.253 50630]', 'hostname': 'office_network_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.168.62]', 'hostname': 'office_network_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.23.253 58483]', 'hostname': 'office_network_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.52.252 53437]', 'hostname': 'office_network_subnet_user_host_6'}, {'act': '[GreenLocalWork 10.0.168.47]', 'hostname': 'office_network_subnet_user_host_7'}, {'act': '[GreenAccessService 10.0.64.254 51311]', 'hostname': 'office_network_subnet_user_host_8'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_9'}]"
1,0,Sleep,Sleep,Sleep,,None,"[{'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.52.248 59379]', 'hostname': 'admin_network_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.52.253 55458]', 'hostname': 'admin_network_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.230.254 53142]', 'hostname': 'admin_network_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.23.254 59288]', 'hostname': 'admin_network_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.52.171]', 'hostname': 'admin_network_subnet_user_host_6'}, {'act': '[GreenLocalWork 10.0.52.46]', 'hostname': 'admin_network_subnet_user_host_7'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_8'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.168.145]', 'hostname': 'office_network_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.168.168]', 'hostname': 'office_network_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.168.240]', 'hostname': 'office_network_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.168.76]', 'hostname': 'office_network_subnet_user_host_6'}, {'act': '[GreenLocalWork 10.0.168.47]', 'hostname': 'office_network_subnet_user_host_7'}, {'act': '[GreenLocalWork 10.0.168.151]', 'hostname': 'office_network_subnet_user_host_8'}, {'act': '[GreenLocalWork 10.0.168.118]', 'hostname': 'office_network_subnet_user_host_9'}]"
1,0,Analyse,Analyse office_network_subnet_user_host_8,Sleep,,None,"[{'act': '[GreenAccessService 10.0.52.250 53708]', 'hostname': 'admin_network_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.230.253 53522]', 'hostname': 'admin_network_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.52.250 50411]', 'hostname': 'admin_network_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.52.125]', 'hostname': 'admin_network_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.52.248 50336]', 'hostname': 'admin_network_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.52.239]', 'hostname': 'admin_network_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.52.252 57444]', 'hostname': 'admin_network_subnet_user_host_6'}, {'act': '[GreenLocalWork 10.0.52.46]', 'hostname': 'admin_network_subnet_user_host_7'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_8'}, {'act': '[GreenAccessService 10.0.168.254 55530]', 'hostname': 'office_network_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.168.254 54382]', 'hostname': 'office_network_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.168.254 54095]', 'hostname': 'office_network_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.168.145]', 'hostname': 'office_network_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.52.250 49433]', 'hostname': 'office_network_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_6'}, {'act': '[GreenLocalWork 10.0.168.47]', 'hostname': 'office_network_subnet_user_host_7'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_8'}, {'act': '[GreenAccessService 10.0.52.247 57465]', 'hostname': 'office_network_subnet_user_host_9'}]"
1,0,AllowTrafficZone,AllowTrafficZone office_network_subnet (10.0.168.0/24) <- operational_zone_a_subnet (10.0.60.0/24),Sleep,,None,"[{'act': '[GreenAccessService 10.0.9.252 57005]', 'hostname': 'admin_network_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.52.251 53258]', 'hostname': 'admin_network_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.52.125]', 'hostname': 'admin_network_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.52.165]', 'hostname': 'admin_network_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.52.253 50692]', 'hostname': 'admin_network_subnet_user_host_6'}, {'act': '[GreenLocalWork 10.0.52.46]', 'hostname': 'admin_network_subnet_user_host_7'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_8'}, {'act': '[GreenLocalWork 10.0.168.44]', 'hostname': 'office_network_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.230.254 57701]', 'hostname': 'office_network_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.168.145]', 'hostname': 'office_network_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.168.76]', 'hostname': 'office_network_subnet_user_host_6'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_7'}, {'act': '[GreenAccessService 10.0.9.254 56142]', 'hostname': 'office_network_subnet_user_host_8'}, {'act': '[GreenAccessService 10.0.52.247 56995]', 'hostname': 'office_network_subnet_user_host_9'}]"
1,0,Analyse,Analyse office_network_subnet_user_host_4,ExploitRemoteService,office_network_subnet_user_host_6,None,"[{'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.52.250 53004]', 'hostname': 'admin_network_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.52.249]', 'hostname': 'admin_network_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.9.253 57047]', 'hostname': 'admin_network_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.52.252 54513]', 'hostname': 'admin_network_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.52.239]', 'hostname': 'admin_network_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.9.252 49260]', 'hostname': 'admin_network_subnet_user_host_6'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_7'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_8'}, {'act': '[GreenLocalWork 10.0.168.44]', 'hostname': 'office_network_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.168.95]', 'hostname': 'office_network_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.168.62]', 'hostname': 'office_network_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.168.145]', 'hostname': 'office_network_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.168.168]', 'hostname': 'office_network_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.168.240]', 'hostname': 'office_network_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_6'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_7'}, {'act': '[GreenAccessService 10.0.64.254 54650]', 'hostname': 'office_network_subnet_user_host_8'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_9'}]"
1,0,AllowTrafficZone,AllowTrafficZone office_network_subnet (10.0.168.0/24) <- operational_zone_a_subnet (10.0.60.0/24),Sleep,,None,"[{'act': '[GreenAccessService 10.0.9.252 55076]', 'hostname': 'admin_network_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.52.253 52068]', 'hostname': 'admin_network_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.52.249]', 'hostname': 'admin_network_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.52.125]', 'hostname': 'admin_network_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.52.247 55644]', 'hostname': 'admin_network_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.52.239]', 'hostname': 'admin_network_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_6'}, {'act': '[GreenAccessService 10.0.9.254 57938]', 'hostname': 'admin_network_subnet_user_host_7'}, {'act': '[GreenAccessService 10.0.9.252 56942]', 'hostname': 'admin_network_subnet_user_host_8'}, {'act': '[GreenLocalWork 10.0.168.44]', 'hostname': 'office_network_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.168.95]', 'hostname': 'office_network_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.23.254 59012]', 'hostname': 'office_network_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.168.76]', 'hostname': 'office_network_subnet_user_host_6'}, {'act': '[GreenLocalWork 10.0.168.47]', 'hostname': 'office_network_subnet_user_host_7'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_8'}, {'act': '[GreenLocalWork 10.0.168.118]', 'hostname': 'office_network_subnet_user_host_9'}]"
1,0,Restore,Restore office_network_subnet_user_host_6,DiscoverDeception,None,None,"[{'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.52.249]', 'hostname': 'admin_network_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.52.125]', 'hostname': 'admin_network_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.52.165]', 'hostname': 'admin_network_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.52.171]', 'hostname': 'admin_network_subnet_user_host_6'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_7'}, {'act': '[Sleep]', 'hostname': 'admin_network_subnet_user_host_8'}, {'act': '[GreenLocalWork 10.0.168.44]', 'hostname': 'office_network_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.52.252 54274]', 'hostname': 'office_network_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.168.62]', 'hostname': 'office_network_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.168.240]', 'hostname': 'office_network_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'office_network_subnet_user_host_6'}, {'act': '[GreenAccessService 10.0.52.247 53097]', 'hostname': 'office_network_subnet_user_host_7'}, {'act': '[GreenAccessService 10.0.168.254 59285]', 'hostname': 'office_network_subnet_user_host_8'}, {'act': '[GreenLocalWork 10.0.168.118]', 'hostname': 'office_network_subnet_user_host_9'}]"
